date,open,high,low,close,volume,change,percent_change,vwap,ticker
2022-03-01,400.01,401.92,392.79,395.34,9124412,-4.67,-1.17,397.515,VOO
2022-02-28,397.18,402.85,396.0,401.36,11855942,4.18,1.05,399.3475,VOO
2022-02-25,394.95,402.52,393.4,402.37,11665227,7.42,1.88,398.31,VOO
2022-02-24,377.76,394.17,377.5,393.77,21277220,16.01,4.24,385.8,VOO
2022-02-23,397.74,398.32,387.38,387.81,12154856,-9.93,-2.5,392.8125,VOO
2022-02-22,397.05,400.37,391.51,394.92,10414736,-2.13,-0.5365,395.9625,VOO
2022-02-18,402.15,403.31,397.0,399.29,10570832,-2.86,-0.7112,400.4375,VOO
2022-02-17,407.49,407.98,401.23,401.86,7540991,-5.63,-1.38,404.64,VOO
2022-02-16,408.2,411.89,406.32,410.59,7743764,2.39,0.5855,409.25,VOO
2022-02-15,408.18,410.29,407.46,410.1,6822294,1.92,0.4704,409.0075,VOO
2022-02-14,404.43,405.99,400.24,403.62,10167584,-0.81,-0.2003,403.57,VOO
2022-02-11,413.15,415.2,403.57,404.94,10458586,-8.21,-1.99,409.215,VOO
2022-02-10,414.93,420.8,411.14,413.18,9260462,-1.75,-0.4218,415.0125,VOO
2022-02-09,418.55,420.87,418.35,420.57,6284459,2.02,0.4826,419.585,VOO
2022-02-08,410.72,415.46,409.35,414.49,5565685,3.77,0.9179,412.505,VOO
2022-02-07,413.23,414.62,409.9,411.16,5620912,-2.07,-0.5009,412.2275,VOO
2022-02-04,410.34,416.24,408.06,412.52,8210024,2.18,0.5313,411.79,VOO
2022-02-03,414.59,416.43,409.79,410.59,7658271,-4.0,-0.9648,412.85,VOO
2022-02-02,418.98,421.18,416.54,420.36,6726476,1.38,0.3294,419.265,VOO
2022-02-01,414.34,417.04,410.9,416.39,8154891,2.05,0.4948,414.6675,VOO
2022-01-31,405.67,413.97,404.35,413.69,9200435,8.02,1.98,409.42,VOO
2022-01-28,397.82,406.33,393.3,406.26,12096807,8.44,2.12,400.9275,VOO
2022-01-27,402.93,405.97,394.82,396.54,12455226,-6.39,-1.59,400.065,VOO
2022-01-26,405.66,408.2,394.34,398.56,14377346,-7.1,-1.75,401.69,VOO
2022-01-25,398.17,404.26,392.73,399.46,16836326,1.29,0.324,398.655,VOO
2022-01-24,397.26,404.88,386.84,404.37,22997836,7.11,1.79,398.3375,VOO
2022-01-21,409.71,411.93,402.66,402.69,16225928,-7.02,-1.71,406.7475,VOO
